chr	coord	repli_NPC
chr19	20680000	-0.908024658759437
chr19	29000000	1.31734286035811
chr19	56800000	1.30920430592127
chr19	33880000	-1.71163601875302
chr19	31680000	-1.32318331797918
chr19	24440000	0.982370861939023
chr19	25800000	0.0358763340239725
chr19	49760000	-0.754226997494695
chr19	35560000	-1.96702572277614
chr19	13160000	-0.733810752630235
chr19	13040000	-1.04357676208019
chr19	6560000	1.52521665891013
chr19	57760000	0.277719289064407
chr19	31000000	-0.845015168190003
chr19	15080000	-1.39622399806976
chr19	13440000	-1.4652333656947
chr19	36800000	1.36817000593457
chr19	29760000	1.05685967206955
chr19	7400000	1.96603143215179
chr19	8880000	1.96313001712162
chr19	44880000	1.97200334072113
chr19	9840000	0.800704658031463
chr19	18280000	-1.11280200481414
chr19	18760000	-0.363288572856359
chr19	39080000	-0.176781302317979
chr19	26920000	-0.612346601486206
chr19	24480000	0.932318329811098
chr19	44680000	1.59131143774306
chr19	37760000	0.867298344771068
chr19	10560000	1.88150571073806
chr19	26200000	-1.28684287411826
chr19	48640000	-0.674218569483074
chr19	3600000	1.22475571291789
chr19	40600000	0.925845146179197
chr19	7720000	0.56265380382538
chr19	26800000	-0.0970872826874258
chr19	4720000	1.5759871687208
chr19	23280000	-0.130490384995937
chr19	34480000	-1.16809000571568
chr19	7640000	1.00744084800991
chr19	34920000	-0.54417371749878
chr19	36880000	1.6635171515601
chr19	52920000	0.290015282375471
chr19	56320000	0.635145153318133
chr19	33200000	0.880415658156077
chr19	27120000	-0.49577072262764
chr19	16760000	-0.761488429137639
chr19	43400000	0.698935334881147
chr19	18800000	-0.534396668275197
chr19	34680000	-1.22179002421244
chr19	21320000	-0.332889433418003
chr19	5480000	1.51595332225165
chr19	34520000	-1.12189400196074
chr19	4400000	1.59406999179296
chr19	45440000	1.87350569452557
chr19	12880000	-0.922572386264802
chr19	34840000	-0.685825000206628
chr19	32400000	0.00682840061684367
chr19	49040000	-0.522441276482174
chr19	57120000	1.12124713829586
chr19	61280000	0.00690329944094033
chr19	58840000	-0.13801750044028
chr19	17080000	-0.997864731720506
chr19	57400000	1.25394002028874
chr19	33840000	-1.63553500175475
chr19	27400000	0.276882716587611
chr19	50160000	-0.506144434213639
chr19	26040000	-1.19989999702999
chr19	11360000	-0.957442492246628
chr19	39600000	-1.61283667882285
chr19	15800000	-0.433322501679262
chr19	38040000	0.838061173756915
chr19	19640000	-1.17671857561384
chr19	16000000	0.676959003720966
chr19	11520000	-1.0069494162287
chr19	5600000	1.6350716749827
chr19	10040000	1.44693572180611
chr19	43720000	1.60937857627869
chr19	59000000	0.480268286807197
chr19	13080000	-0.822828486561772
chr19	41160000	0.893928656975428
chr19	10520000	1.66856568200247
chr19	18880000	-0.715665561812264
chr19	55360000	0.776647567749023
chr19	59640000	-0.700878997643787
chr19	14840000	-0.509626286370414
chr19	56600000	0.709685283047814
chr19	28120000	1.34116571290153
chr19	36600000	0.519787707499097
chr19	46240000	1.85271601676942
chr19	43960000	1.489418557712
chr19	55520000	0.736467855317252
chr19	50120000	-0.642324805259704
chr19	40640000	0.863982170820237
chr19	37200000	1.64364002148308
chr19	56280000	0.606750564915794
chr19	13280000	-1.48117500543595
chr19	20560000	-1.43046166499455
chr19	4080000	1.72649665673573
chr19	21280000	-0.172319998343787
chr19	27600000	0.62565143619265
chr19	57320000	1.14461285727366
chr19	41520000	1.69276428222657
chr19	58040000	-0.934729141848427
chr19	49800000	-0.875134497880935
chr19	31360000	-1.71743857860566
chr19	17640000	-1.54927715233396
chr19	59840000	-0.548509831229847
chr19	12600000	-1.19423285552433
chr19	9080000	1.71173427786146
chr19	27280000	-0.260886333882808
chr19	49360000	-1.39309201240538
chr19	31840000	-1.04587000608443
chr19	15440000	-1.53269252181055
chr19	57560000	1.2848266561826
chr19	50200000	-0.34997656941414
chr19	32640000	1.04556643111365
chr19	11640000	-1.06775914771217
chr19	44760000	1.34695431164334
chr19	28760000	1.05551666021347
chr19	56880000	1.26565856592996
chr19	17160000	-0.774502823750178
chr19	59440000	0.175884144646781
chr19	47240000	1.36866000720433
chr19	56080000	0.972516281264169
chr19	18440000	-0.920271408557902
chr19	26320000	-1.4845733443896
chr19	31200000	-1.06777627979007
chr19	18560000	-0.696933835744857
chr19	47480000	1.12330142089299
chr19	12480000	-0.604004174470903
chr19	31960000	-0.812161833047867
chr19	42280000	1.6039071423667
chr19	23960000	0.985880136489863
chr19	51960000	-0.63578517238299
chr19	26440000	-0.868583134242469
chr19	17960000	-1.58639665444692
chr19	56640000	0.949497716767443
chr19	37080000	1.56709572247096
chr19	11040000	1.278421998024
chr19	55600000	1.0541802900178
chr19	9760000	0.197379997000098
chr19	60720000	0.197434557202672
chr19	7760000	0.321389503777025
chr19	20160000	-1.55820998123716
chr19	31040000	-0.848066866397857
chr19	30000000	0.485689664880435
chr19	11600000	-1.30144665638605
chr19	6880000	1.89372501770655
chr19	60960000	0.482204829653103
chr19	31920000	-0.839374848774502
chr19	45920000	1.56868142741069
chr19	35480000	-1.71761568955014
chr19	25480000	0.905379848820824
chr19	8280000	-1.24756999810537
chr19	47320000	1.28098285198211
chr19	18920000	-0.563031145504543
chr19	24800000	0.482095288378853
chr19	15360000	-2.02050714833396
chr19	32240000	-0.992334177096688
chr19	30920000	-0.878445284707206
chr19	15320000	-2.06114995479585
chr19	38320000	1.17940570626939
chr19	54280000	-0.900186572756083
chr19	37880000	0.927425410066327
chr19	48200000	-0.577544593811034
chr19	54680000	-1.45804572105409
chr19	12520000	-0.776056657234827
chr19	46880000	1.52042143685479
chr19	45200000	1.52787401676178
chr19	10840000	1.84675856998989
chr19	55240000	1.29211143084934
chr19	7800000	-0.188495321571826
chr19	35200000	-1.6028571639742
chr19	26680000	-0.198511430195399
chr19	19080000	-1.1820342881339
chr19	51400000	-1.01929799999509
chr19	38880000	0.915055203437806
chr19	19600000	-1.31781283446719
chr19	28440000	0.795206138065884
chr19	27920000	0.204687429325923
chr19	60480000	-0.44368916749954
chr19	52680000	-1.07171232501664
chr19	14880000	-0.364488716636384
chr19	43240000	-0.42911827989987
chr19	24520000	0.633491000958852
chr19	23360000	-0.154369272823845
chr19	23760000	0.492191429649082
chr19	29600000	0.905142852238247
chr19	15680000	-0.925363285200934
chr19	6200000	1.58437143053327
chr19	19800000	-0.85709199309349
chr19	55920000	0.75680501120431
chr19	7120000	1.73308287348067
chr19	52400000	-1.89073855536324
chr19	32840000	1.55187572751729
chr19	23920000	0.710091565336499
chr19	35160000	-1.4014185667038
chr19	3280000	-0.293906999131045
chr19	13320000	-1.43960165977478
chr19	38720000	0.776846715382167
chr19	51720000	-1.65593800544738
chr19	8600000	1.35508285249983
chr19	57520000	1.29935997724533
chr19	48560000	-1.04341184241433
chr19	42360000	1.13260002136228
chr19	5880000	1.52037572860719
chr19	45720000	1.67083799839018
chr19	40560000	0.882656832536062
chr19	45240000	1.39273500442505
chr19	46080000	1.8263500077384
chr19	47680000	1.06194857188634
chr19	32120000	-0.608239006996154
chr19	51280000	-1.1344716946284
chr19	60560000	-0.171931664148967
chr19	45680000	1.63527143001557
chr19	27080000	-0.340372285672594
chr19	17560000	-1.01163342169352
chr19	26000000	-1.41155571596963
chr19	43680000	1.49882285935537
chr19	39400000	-1.65624201297762
chr19	48320000	-1.18266667922338
chr19	29560000	0.903945833444595
chr19	33280000	0.507686572415489
chr19	29440000	1.29685713563647
chr19	23200000	-0.00873451074585303
chr19	18240000	-0.991912400722512
chr19	10240000	1.73858855451857
chr19	19440000	-1.57052857535227
chr19	59200000	0.543625708137239
chr19	21600000	-0.14866092801094
chr19	48160000	-0.48793471285275
chr19	22080000	-0.263967997261457
chr19	58440000	-0.251623285668239
chr19	60800000	0.87247028521129
chr19	53000000	0.970339298248292
chr19	15640000	-1.02315572329931
chr19	56680000	1.16380286216739
chr19	30960000	-0.782878850187574
chr19	31440000	-1.69750571250916
chr19	15240000	-1.28780798912048
chr19	37680000	1.16160285472871
chr19	39000000	0.415918005364281
chr19	34160000	-1.99706503748892
chr19	15560000	-1.34709000587463
chr19	4880000	1.38845142296383
chr19	28600000	0.885714322328567
chr19	6640000	1.33576714992521
chr19	7360000	1.96594570364273
chr19	6320000	1.74741571290153
chr19	39640000	-1.6160000562668
chr19	21800000	0.378549168507258
chr19	16880000	-0.54615157842636
chr19	50560000	-0.0346997998654842
chr19	15960000	0.565890712397437
chr19	55160000	0.898691823085148
chr19	16080000	0.715190146650589
chr19	12800000	-0.997454311166496
chr19	22000000	0.193805997073652
chr19	5360000	1.48587715625761
chr19	25440000	0.959469999585834
chr19	8440000	-0.327074396610262
chr19	30840000	-1.26964999948229
chr19	54160000	-0.105201451728742
chr19	34320000	-1.65170715536391
chr19	46760000	1.88758667310078
chr19	16800000	-0.762001832326253
chr19	7240000	1.39224999291554
chr19	19160000	-1.54233000278472
chr19	33560000	-1.3916575014591
chr19	34760000	-0.9045507141522
chr19	28480000	0.679865436894553
chr19	41960000	1.80045427594864
chr19	52640000	-1.4384185586657
chr19	21200000	-0.372860670089722
chr19	8040000	-1.46079498529435
chr19	5200000	1.87331835428873
chr19	56200000	0.653498838345208
chr19	35800000	-1.523934006691
chr19	48440000	-1.63198714596886
chr19	17720000	-0.939652843134733
chr19	45560000	1.5288885661534
chr19	19520000	-1.55800201892854
chr19	3880000	1.70123999459403
chr19	17600000	-1.26324999332426
chr19	35360000	-1.93577751517295
chr19	38440000	1.23596855572293
chr19	34440000	-1.18125003576278
chr19	24400000	1.10601430279867
chr19	17360000	-0.445935661594072
chr19	54960000	-0.0227469216500009
chr19	57480000	1.35611144133977
chr19	19680000	-1.31212003231048
chr19	35720000	-1.83411429609573
chr19	16840000	-0.54854999269758
chr19	27440000	0.49045399328073
chr19	57720000	0.408886143139431
chr19	7320000	1.79549714497157
chr19	49680000	-1.3698742730277
chr19	28920000	1.08012860161916
chr19	42560000	0.552479326725005
chr19	21480000	-0.726674156529561
chr19	9400000	-0.46329501271248
chr19	24600000	0.265131571463177
chr19	54800000	-1.05436157328742
chr19	56720000	1.33865712370191
chr19	41360000	1.56687714372363
chr19	4640000	1.65353855064936
chr19	15480000	-1.4203028508595
chr19	15920000	0.399070670207342
chr19	34720000	-1.00863857780184
chr19	40960000	0.214473430599484
chr19	38760000	0.970810575144643
chr19	59720000	-0.311003163456918
chr19	42800000	0.231648890567677
chr19	36080000	-0.840160148484367
chr19	24920000	0.69485432902972
chr19	26080000	-0.955450008312862
chr19	31880000	-0.924628007411956
chr19	35840000	-1.40098667144775
chr19	21520000	-0.607791721820831
chr19	20840000	-1.11269984926496
chr19	57000000	1.24864285332816
chr19	4000000	1.63890402317048
chr19	53080000	1.37339855943407
chr19	38480000	1.1931128672191
chr19	4960000	1.48306498924892
chr19	4480000	1.55838572978974
chr19	46640000	1.876381448337
chr19	24200000	1.2828357219696
chr19	14120000	-0.578052806854248
chr19	14960000	-0.502005174756048
chr19	28320000	0.92835386310305
chr19	50600000	0.0213856849974643
chr19	22320000	-0.258295430668763
chr19	27160000	-0.583122857979367
chr19	29240000	1.35601164897283
chr19	29040000	1.16970571449824
chr19	28080000	1.15981428963797
chr19	31520000	-1.22510141985757
chr19	10640000	1.81010711193086
chr19	59600000	-0.742063564913614
chr19	59040000	0.26539657158511
chr19	60600000	-0.0759817492216823
chr19	29280000	1.34937713827407
chr19	36560000	0.349773147276469
chr19	36120000	-0.413764289447239
chr19	16040000	0.69760556731905
chr19	10480000	1.55924998010907
chr19	58920000	0.279741110546249
chr19	56960000	1.37071573734283
chr19	42880000	-0.486773422786166
chr19	29920000	0.65201756783894
chr19	38960000	0.485807572092329
chr19	26720000	-0.130907284361974
chr19	49200000	-1.53675003051758
chr19	8680000	1.45953570093429
chr19	51480000	-1.09274500608445
chr19	48080000	-0.117337600638469
chr19	55840000	0.904375995908469
chr19	35640000	-1.6316400051117
chr19	16960000	-0.662426999637059
chr19	8960000	1.62120715209416
chr19	18160000	-1.49902999401094
chr19	22760000	-0.227853332956632
chr19	5760000	1.5334085907255
chr19	36200000	-0.0424462873488664
chr19	49480000	-1.6684466600418
chr19	7040000	1.65851798057556
chr19	20920000	-0.799414294106619
chr19	8760000	1.5361885683877
chr19	15040000	-1.11072457688196
chr19	40760000	0.305050006934574
chr19	30320000	-0.0041096665275585
chr19	6160000	1.31610143184661
chr19	59320000	0.352925709315709
chr19	14480000	-0.045234500297478
chr19	27040000	-0.37934714129993
chr19	44840000	2.05741279465811
chr19	58320000	-0.25984528873648
chr19	49560000	-1.29693200588228
chr19	44000000	1.45349999836511
chr19	50800000	-0.432632195949554
chr19	38000000	0.952240858759199
chr19	45800000	1.64604427133287
chr19	55800000	1.14257570675441
chr19	23720000	0.320944669346013
chr19	15760000	-0.920642842849095
chr19	4520000	1.31371998786926
chr19	50880000	-0.75772671188627
chr19	41120000	0.750040990965709
chr19	46800000	1.84467571122304
chr19	32680000	1.18770715168544
chr19	51800000	-1.1528260231018
chr19	39240000	-1.4076949954033
chr19	22480000	-0.871384850570134
chr19	15280000	-1.86684000492095
chr19	54440000	-1.56981001581464
chr19	60120000	-0.343131607770918
chr19	48960000	-0.76968251168728
chr19	33360000	-0.22711048594543
chr19	42400000	1.00896556888308
chr19	41480000	1.76853428568159
chr19	13200000	-0.938414701393672
chr19	20760000	-1.2683525085449
chr19	19720000	-1.29025332132973
chr19	12040000	0.185508111757891
chr19	49000000	-0.547324493527413
chr19	47520000	1.25804999896459
chr19	48760000	-0.61923085791724
chr19	18320000	-1.2421499788761
chr19	59360000	0.28924628666469
chr19	20360000	-1.05044158697127
chr19	18360000	-1.26803570134299
chr19	28560000	0.732527562550136
chr19	59240000	0.558744990825654
chr19	8640000	1.62297856807707
chr19	16320000	-0.188970570053374
chr19	30240000	0.163011570061956
chr19	24280000	1.42875286511011
chr19	57440000	1.38162715094431
chr19	21720000	0.268832243978975
chr19	39760000	-1.49250000715255
chr19	22600000	-0.452085426875523
chr19	47360000	1.19443144117084
chr19	55640000	1.21871856280734
chr19	48240000	-0.828112006187442
chr19	6440000	1.53706855433329
chr19	4200000	1.18494142804829
chr19	30440000	-0.386484993355614
chr19	50920000	-0.582451005776723
chr19	13800000	-1.17059749364853
chr19	7080000	1.73189858027867
chr19	29160000	1.27620569297246
chr19	25640000	1.20911570957729
chr19	25920000	-1.11331815379006
chr19	11320000	-1.00864148139951
chr19	23160000	0.120666200561182
chr19	9040000	1.67655167977015
chr19	57960000	-0.33009957415717
chr19	4160000	1.17158333460492
chr19	46200000	1.81799142701286
chr19	43880000	1.79512572288513
chr19	33080000	1.29041429928373
chr19	14640000	-0.474934143679481
chr19	60160000	-0.401333429983683
chr19	53040000	1.14610712868827
chr19	15400000	-1.75835399627684
chr19	58880000	-0.058946904460235
chr19	60240000	-0.374056667089462
chr19	31800000	-1.23915568419864
chr19	3120000	-1.0292699933052
chr19	19400000	-1.40187001228332
chr19	7000000	1.54704143319811
chr19	49240000	-1.81316001074653
chr19	22920000	-0.0666138561708587
chr19	34080000	-2.14634002958026
chr19	15840000	0.0424741200903164
chr19	44720000	1.39669283798761
chr19	48720000	-0.66068342753819
chr19	51040000	-0.81009383002917
chr19	38680000	0.663662144115991
chr19	23320000	-0.0285100036832903
chr19	5440000	1.52820140974863
chr19	47640000	1.27452000549864
chr19	54600000	-1.72543332974115
chr19	52800000	-0.741297805309296
chr19	61120000	0.259040854871273
chr19	20440000	-0.568706291062491
chr19	22240000	-0.57355043717793
chr19	50440000	-0.441017831365268
chr19	9600000	-0.33637800812721
chr19	14200000	-0.221743856157574
chr19	51200000	-0.606810996929805
chr19	60080000	-0.384722424404963
chr19	59960000	-0.52875714642661
chr19	58560000	-0.545860997268133
chr19	36840000	1.60805143628801
chr19	60000000	-0.701807161172232
chr19	59160000	0.315385282039643
chr19	46600000	1.72725500663122
chr19	51360000	-1.0908533334732
chr19	50240000	-0.204698430640356
chr19	13520000	-1.83244713715146
chr19	46960000	1.7966457094465
chr19	4360000	1.61464144502367
chr19	56360000	0.737406174341837
chr19	25960000	-1.3899816473325
chr19	55320000	0.907186993530813
chr19	50480000	-0.191897368856839
chr19	57880000	-0.435948141983577
chr19	46400000	1.60862428801401
chr19	60280000	-0.37811527933393
chr19	35960000	-1.16271666685742
chr19	44240000	1.68924500544867
chr19	28640000	1.04324613298689
chr19	5080000	1.63276714938027
chr19	36240000	-0.201897001692227
chr19	31760000	-1.46384999155997
chr19	52360000	-1.57311427593233
chr19	45480000	1.8250800200871
chr19	48600000	-0.821945011615753
chr19	50520000	-0.0218272684141993
chr19	4120000	1.4799600158419
chr19	13600000	-1.74126001199085
chr19	59080000	0.095705348998309
chr19	30760000	-1.2769650220871
chr19	42040000	1.80163858618056
chr19	26280000	-1.3737300123487
chr19	25760000	0.131515002250672
chr19	4840000	1.53244332472483
chr19	4680000	1.75483286380767
chr19	22520000	-0.864827166001003
chr19	41560000	1.6665585722242
chr19	47120000	1.87378333012262
chr19	33600000	-1.4672949910164
chr19	52000000	-0.716201858861104
chr19	26840000	-0.15416382998228
chr19	45360000	1.77971283027104
chr19	48000000	0.801175568784987
chr19	7520000	1.83149571078161
chr19	23440000	-0.207161716052463
chr19	51640000	-2.11071836948397
chr19	16280000	-0.246631285973959
chr19	47920000	1.15429144246236
chr19	43040000	-0.856501489877702
chr19	3840000	1.79855144023894
chr19	22880000	-0.140348000185831
chr19	45000000	1.62597857202803
chr19	27520000	0.450381147009984
chr19	45160000	1.72500285080501
chr19	29880000	0.658347010612488
chr19	14360000	0.00964167838295317
chr19	53760000	1.72683714117323
chr19	9000000	1.66136140482766
chr19	17800000	-1.21579144682203
chr19	27320000	-0.24345099925995
chr19	14320000	-0.0501981385584386
chr19	24320000	1.52981427737644
chr19	28960000	1.19109666347505
chr19	8720000	1.4243814434324
chr19	46160000	1.88776142256601
